Id,SalePrice
2,124647.0318312431
4,261068.0556231527
6,195518.1222378248
7,231246.44036854734
17,211510.26181234096
18,366844.23801791685
22,186085.57343212422
27,118396.83443483379
31,96300.37121279805
36,139939.03884092014
39,382713.7829731561
40,269812.5047066432
42,311423.2289232906
46,228382.71391834063
53,157338.2940395792
58,162465.56245146715
61,331849.11044238484
72,234862.66597501392
79,113641.19477667972
80,206013.58173906844
82,163337.71950763356
83,89855.4896883941
85,141763.39995280633
88,123369.08954782352
92,298777.2740777481
93,294970.7570343308
95,178982.07891673374
102,178159.61379612924
103,168077.20617869415
106,240640.6310979955
107,145444.4533853543
110,227126.81146462564
114,202558.67294616462
116,183689.61509852912
117,157700.7060348001
118,140110.27624290265
125,158356.23427586615
126,167984.7785441196
127,135067.23575780762
128,209334.69788717738
134,141605.97133756342
135,177824.62008782508
137,241651.6776186673
143,141960.76090530085
147,140341.13580867293
148,187697.03928499515
150,121739.72703230084
156,142879.72233790281
157,134875.7487209996
159,139015.28017050424
161,232320.48536100404
167,153475.1779630172
170,124478.92074335109
171,89782.28958770637
175,106372.94847554235
179,125433.7533879024
181,105914.87547967432
186,190955.11930780148
193,192442.7911524128
194,79549.12546936463
206,113380.10076670602
208,131162.57295076537
210,161929.29281381145
211,80087.00437764949
212,114354.38611079767
214,86913.17614801087
215,128440.98114372688
217,126668.94698338307
222,152431.51530706944
227,150318.29943112336
228,164072.2822861437
233,234092.10522476555
235,134930.4712630652
238,135702.58751206912
241,158646.1019908349
252,177338.89765257025
253,182876.60762237353
256,147442.74538581987
257,158418.8460896425
258,190497.33470617555
259,178536.86308828424
261,150445.3804521107
263,123902.00611913702
266,225510.27620175376
267,224646.34837325173
270,132495.71028866118
271,258030.49587550055
276,109891.23232946538
285,153760.3480131006
288,60598.37865892671
289,152314.13199649568
290,120447.97012499245
291,143667.098524949
292,106366.1436299523
293,182451.79507037214
294,242553.47211936922
295,198127.7478221545
304,128602.87139164089
322,341876.74957992445
326,162342.27933959605
327,93844.02338191004
328,135601.66199942498
331,83486.54731093594
332,76975.01531447482
333,92996.96465239105
335,152726.39044442735
337,175666.67721655025
342,121593.04788067736
343,177307.4434135047
347,164515.97177103758
350,340459.8246286034
352,234310.5444912386
358,190197.19282229478
359,172773.8820346607
360,147564.09015243914
368,336440.72764269816
369,272461.5748374533
373,191921.65481455106
377,243365.34716904364
383,187913.29408118487
386,226209.8315911024
387,235618.2320827665
390,171294.41294024425
391,145527.43895016226
395,159027.5306211824
397,139298.75158646115
398,119903.64666901372
401,121515.23089305327
404,120722.59569283419
408,119690.89001245785
409,128881.80997133284
410,137334.984682384
418,119171.97567972924
422,435731.1343715252
427,351411.4836077439
431,423280.2453672019
433,493931.4535501271
437,348225.6292986701
438,285208.06334200583
442,353135.3416361502
447,235459.44261338864
459,341360.94725433784
460,268735.6106673328
464,194997.66690690146
465,168484.49142302308
467,171358.96062396053
468,176150.89833362558
474,157104.1957828137
480,191659.75811917082
481,189399.49076686977
483,214662.13015128177
488,175198.86855882342
492,176130.54649238827
494,161308.61852264663
499,325241.8898136405
500,275579.8451108065
501,316550.0113386891
503,253210.7192842082
506,242044.69904191667
508,257972.6289318257
511,282314.5354840772
515,242559.927750701
519,247607.34590972358
521,286354.6240558855
530,230478.0106765512
532,226630.75631974556
534,179973.58735874403
540,166631.49800012333
541,129047.3087758852
551,162170.2142866024
552,157638.65363056734
554,76440.92700503442
555,115971.43315621869
556,135556.6404052897
557,120774.74189519923
565,247098.27718764756
566,272267.0025406952
567,158521.79762464075
569,209781.67509174702
570,187803.16669771564
574,215147.19936645488
575,313099.3180495932
576,201601.03984048974
577,217928.60161790985
578,208457.28343364477
583,226763.45682955018
584,224315.28548816577
585,163094.34106150534
587,181356.55878712496
