Id,SalePrice
2,121603.53462316302
4,271074.18123860663
6,185703.13148286653
7,229963.52084431896
17,219295.35111198365
18,364371.35368922574
22,191914.4524908239
27,115257.61113382618
31,92035.69666708537
36,141918.32113910027
39,384636.2430792451
40,253292.33421482425
42,306799.2684100311
46,221927.87284683104
53,161764.774005095
58,162856.77562639958
61,335785.85898150434
72,245967.6339482906
79,109126.0413554438
80,206297.50488379665
82,167378.46910299794
83,91092.07414474635
85,148972.51692447555
88,119367.00590628566
92,295042.8739926832
93,295264.7749256215
95,187139.01841319603
102,167600.2811159019
103,173400.13685570788
106,238091.7644490967
107,150278.7953914256
110,224470.11236417358
114,205922.10956101795
116,185724.6557152784
117,154769.8673196864
118,139568.68147987855
125,154223.50947963935
126,165041.00607516163
127,130745.74915694934
128,191364.31944368334
134,141036.24070372738
135,177718.19504233354
137,238496.32921078763
143,145127.91657296795
147,136651.49772929485
148,178514.45171419843
150,122005.00120481093
156,136260.60582177428
157,127698.83709399393
159,135070.67353731173
161,246758.01163109616
167,155234.76682523105
170,116184.30971069128
171,89147.34724263941
175,106533.39798703155
179,128999.03358808575
181,108432.39594606744
186,221677.658123511
193,203533.56138893502
194,84774.51201863438
206,109495.20766794392
208,145548.05797634335
210,172968.36204182066
211,88328.4984186215
212,106156.58105233613
214,91175.13467234622
215,132147.2471471611
217,125574.1453067887
222,151966.30258628738
227,146203.27476243716
228,151636.1606023313
233,237896.13265587232
235,132064.17623022414
238,141836.4050797114
241,164033.0068995277
252,178963.60391074655
253,181054.7791033536
256,141817.67636837464
257,144083.81400574365
258,190837.57292769922
259,181938.27777367088
261,153685.36630998008
263,124511.47159938345
266,223010.65620959672
267,224414.1268066077
270,136795.43054686152
271,244710.95573929982
276,113548.21158584215
285,151243.26530305654
288,67547.58442143165
289,160709.2302615239
290,118845.65510264889
291,156391.84862381965
292,110011.669048614
293,188610.75958439632
294,228921.92532607762
295,183228.85486212742
304,122268.86527713982
322,356890.71866742393
326,166233.01687079415
327,88520.92494860884
328,143128.7122830876
331,78796.97091225136
332,75516.02380607177
333,92010.06433295601
335,151078.9025738866
337,160705.6946974708
342,118267.21671160834
343,171594.08334863422
347,173502.20799108522
350,345614.31173491507
352,223845.49145882146
358,184042.517359196
359,174295.00313810032
360,158280.9497747455
368,330196.97580156976
369,280545.8416770469
373,181559.17662590803
377,254483.56186534412
383,181718.81624509947
386,228103.2246340017
387,233253.6169294157
390,161585.76265669463
391,153612.3204504035
395,152689.72908707487
397,141663.81698024232
398,117710.73488808794
401,117646.11433307633
404,118237.75092028696
408,113924.86886869681
409,133785.63454795445
410,144162.53302569292
418,113137.62560024003
422,432254.18583297473
427,380102.43882062973
431,420793.51152929466
433,482975.9913254775
437,364456.8708131478
438,286605.845358886
442,362498.3126697114
447,227466.51369849642
459,349775.79093613144
460,275979.88713187014
464,196833.05521324353
465,174619.38465763174
467,172759.22686488985
468,181331.18283326997
474,159621.30957774675
480,195475.99633630682
481,192161.37765807973
483,210784.69867667454
488,174524.77337555028
492,178240.57609902485
494,158511.93209580032
499,312978.4154555828
500,271037.41601086553
501,302903.5128953422
503,259341.61160949897
506,255593.17055563215
508,246870.3216602486
511,270454.82306066935
515,239324.49517379748
519,233762.76241740794
521,264314.22911070765
530,231330.96699332693
532,224775.88100029418
534,182867.6594135817
540,166198.58028692874
541,133502.61176228954
551,159524.52588140746
552,170780.32745077705
554,75510.43313318439
555,114407.24181041503
556,129851.29530036991
557,120300.97283910908
565,253148.66896889202
566,257619.24493526353
567,160878.0972426538
569,210129.0562113129
570,186821.86984716525
574,212283.88865709913
575,318007.70935779455
576,202132.86533179475
577,225877.41176213126
578,225360.29895499506
583,227140.7978121359
584,224999.02005682187
585,155106.85219219964
587,186672.44328793278
593,218079.3649964672
597,208895.31607905828
598,173619.873166298
599,174119.16983328972
600,124949.57185977869
605,150649.7153403962
607,161956.0798201883
608,164384.96149366334
611,175528.88946303545
616,116875.02574938317
625,180882.98386057944
629,129533.00787313421
630,122155.69429636782
631,143298.20125736814
640,182010.5899720404
642,141779.1059790299
643,134057.52611483424
646,112106.34815713456
647,166804.2710211769
655,84965.59079905754
659,109695.78136915284
663,56420.283262487064
665,102988.6164887697
667,185195.7500677827
673,160128.6874299965
676,141443.84949274542
680,134554.73396618414
682,145426.80925581412
687,144976.24573464753
688,149943.04419968446
692,125960.44154180924
693,105153.21227293619
695,152137.77169845937
697,126434.33985305048
700,127839.41989281305
702,134271.09021242222
703,150575.95933132377
704,103953.08998056028
712,95379.29818434016
713,92914.88987430271
717,206657.65037686419
720,193599.72302952077
721,63889.69125217303
726,147005.01765613892
733,106956.11026583644
736,131619.4001019049
738,96343.58843295288
741,128369.27843063133
743,52935.422054317285
745,103431.2797860048
750,146506.11791461118
756,100737.44983140774
757,126462.79653501915
758,128791.4446289599
760,104506.62820502179
765,154238.2226629973
775,124142.7570035418
776,126408.09962094645
780,154088.86452063147
783,239238.29176417273
790,113736.6054405378
795,70539.66323110554
796,130977.10646226862
797,138859.2606804808
798,114914.53434704883
804,206798.2108796898
805,216622.48853084154
806,241609.5212921842
808,117834.19323917708
814,160061.43217318182
818,276835.0887944418
821,287059.4204864246
822,352168.630304874
825,293871.8353447001
827,237397.20231805503
830,199349.04664723633
834,228862.98255386166
835,197954.15465146728
842,141500.93463020097
845,211345.57447490818
852,217928.36207235465
